epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,51479.5,0.60226,0.30774,1.16524,0.97085,0.97738,0.99199,0.8618,0.60518,0.29424,1.11081,0.0091783,0.0091783,0.0091783
85,52043.4,0.60959,0.3069,1.16117,0.96753,0.97804,0.99123,0.86681,0.59799,0.29831,1.10672,0.0091684,0.0091684,0.0091684
86,52610.2,0.59826,0.3099,1.15937,0.97457,0.97538,0.99249,0.86773,0.60145,0.29721,1.10925,0.0091585,0.0091585,0.0091585
87,53180.8,0.60036,0.30372,1.15741,0.97404,0.97342,0.99225,0.86694,0.59465,0.29455,1.10428,0.0091486,0.0091486,0.0091486
88,53753.5,0.60012,0.30222,1.15828,0.97254,0.97472,0.99166,0.86875,0.59614,0.29139,1.10139,0.0091387,0.0091387,0.0091387
89,54328.6,0.60007,0.30412,1.15839,0.97436,0.97073,0.99196,0.86677,0.59806,0.28937,1.09634,0.0091288,0.0091288,0.0091288
90,54896.6,0.5948,0.30326,1.15575,0.9721,0.97358,0.99192,0.86954,0.58877,0.29128,1.09272,0.0091189,0.0091189,0.0091189
91,55467.2,0.58938,0.29624,1.15594,0.96775,0.97841,0.99181,0.87108,0.58137,0.29202,1.08851,0.009109,0.009109,0.009109
92,56038.4,0.58983,0.30808,1.15262,0.9734,0.97399,0.99199,0.86889,0.58805,0.29399,1.09207,0.0090991,0.0090991,0.0090991
93,56603.1,0.58772,0.30598,1.14513,0.97238,0.98004,0.99199,0.87028,0.58494,0.29286,1.0911,0.0090892,0.0090892,0.0090892
94,57158.1,0.58365,0.30367,1.14565,0.97174,0.97472,0.99135,0.87017,0.57952,0.29187,1.08804,0.0090793,0.0090793,0.0090793
95,57712.9,0.58598,0.2982,1.14997,0.96971,0.97969,0.99195,0.87329,0.57567,0.28944,1.08566,0.0090694,0.0090694,0.0090694
96,58279.1,0.59585,0.30507,1.15131,0.96969,0.979,0.99169,0.87402,0.57781,0.29079,1.08509,0.0090595,0.0090595,0.0090595
97,58835.4,0.59007,0.30275,1.15147,0.9713,0.97738,0.99185,0.87248,0.57813,0.29048,1.08458,0.0090496,0.0090496,0.0090496
98,59394.1,0.59173,0.30251,1.1531,0.97544,0.97768,0.9923,0.87492,0.57841,0.2873,1.08541,0.0090397,0.0090397,0.0090397
99,59957.4,0.59043,0.29638,1.14887,0.97669,0.97405,0.99207,0.87478,0.57673,0.28631,1.08431,0.0090298,0.0090298,0.0090298
100,60516.2,0.58737,0.29837,1.14563,0.97906,0.97405,0.99223,0.87172,0.58187,0.28623,1.08794,0.0090199,0.0090199,0.0090199
101,61065.4,0.58717,0.29884,1.1496,0.97674,0.97784,0.99216,0.87134,0.58079,0.28511,1.09016,0.00901,0.00901,0.00901
102,61623.1,0.5975,0.30273,1.14982,0.97377,0.97538,0.99208,0.87079,0.5792,0.2852,1.08656,0.0090001,0.0090001,0.0090001
103,62174.7,0.59108,0.2997,1.1518,0.9763,0.97073,0.99202,0.87135,0.57835,0.28464,1.08644,0.0089902,0.0089902,0.0089902
104,62730.4,0.5898,0.30377,1.14827,0.97732,0.97471,0.99216,0.87007,0.5791,0.28387,1.08769,0.0089803,0.0089803,0.0089803
105,63276.3,0.58014,0.29889,1.14485,0.97174,0.97605,0.99211,0.87268,0.58094,0.28365,1.08959,0.0089704,0.0089704,0.0089704
106,63826.9,0.58591,0.30061,1.14906,0.97612,0.97472,0.99233,0.87257,0.57931,0.28394,1.08794,0.0089605,0.0089605,0.0089605
107,64404.4,0.58666,0.29925,1.14904,0.97728,0.97292,0.99229,0.87414,0.57899,0.28235,1.08692,0.0089506,0.0089506,0.0089506
108,64948.9,0.5877,0.30107,1.14683,0.97476,0.97405,0.99229,0.87492,0.57502,0.27968,1.08683,0.0089407,0.0089407,0.0089407
109,65496.7,0.58483,0.29929,1.14858,0.97845,0.97139,0.99233,0.87653,0.57365,0.27962,1.08612,0.0089308,0.0089308,0.0089308
110,66055.3,0.59022,0.29458,1.15349,0.96956,0.98004,0.99204,0.87792,0.57511,0.28005,1.08873,0.0089209,0.0089209,0.0089209
111,66607.7,0.57386,0.29733,1.13583,0.9672,0.98108,0.99198,0.87587,0.57608,0.28045,1.08958,0.008911,0.008911,0.008911
112,67166.6,0.57892,0.29611,1.13574,0.97248,0.9827,0.99213,0.87756,0.57428,0.27938,1.08675,0.0089011,0.0089011,0.0089011
113,67731.9,0.57911,0.29275,1.14093,0.97238,0.98362,0.99207,0.87784,0.57603,0.27917,1.08831,0.0088912,0.0088912,0.0088912
114,68284.3,0.57635,0.29123,1.14022,0.97108,0.9831,0.99229,0.87876,0.57611,0.28023,1.08704,0.0088813,0.0088813,0.0088813
115,68835.1,0.59024,0.29966,1.14696,0.97368,0.98442,0.99243,0.87793,0.57519,0.28115,1.08505,0.0088714,0.0088714,0.0088714
116,69382.1,0.58105,0.29485,1.14248,0.97151,0.98337,0.99265,0.87705,0.57562,0.27999,1.08551,0.0088615,0.0088615,0.0088615
117,69931.9,0.58342,0.29331,1.14169,0.9711,0.98353,0.99284,0.87831,0.57637,0.27814,1.08545,0.0088516,0.0088516,0.0088516
118,70470.4,0.57531,0.29396,1.13917,0.97344,0.9827,0.99273,0.87803,0.57794,0.2766,1.08699,0.0088417,0.0088417,0.0088417
119,71002.6,0.58509,0.29386,1.15001,0.97459,0.98137,0.99283,0.87742,0.57661,0.27761,1.08467,0.0088318,0.0088318,0.0088318
120,71551.5,0.57478,0.29326,1.13458,0.97326,0.9827,0.99271,0.87876,0.57708,0.2762,1.08517,0.0088219,0.0088219,0.0088219
121,72092,0.57353,0.28751,1.13874,0.97751,0.97937,0.99275,0.87921,0.5757,0.27524,1.08438,0.008812,0.008812,0.008812
122,72634.4,0.5753,0.29065,1.13891,0.97421,0.98004,0.99259,0.87859,0.57679,0.27466,1.08436,0.0088021,0.0088021,0.0088021
123,73177.4,0.57503,0.29138,1.13968,0.97481,0.97855,0.99263,0.87786,0.57594,0.27481,1.08309,0.0087922,0.0087922,0.0087922
124,73706,0.57964,0.28917,1.14142,0.97483,0.97901,0.9927,0.87814,0.57296,0.27416,1.08038,0.0087823,0.0087823,0.0087823
125,74247.2,0.57693,0.29157,1.14438,0.9757,0.98004,0.99274,0.87744,0.57292,0.27459,1.08104,0.0087724,0.0087724,0.0087724
126,74781.7,0.57743,0.28685,1.1331,0.98236,0.97937,0.99301,0.87745,0.57301,0.27312,1.08053,0.0087625,0.0087625,0.0087625
127,75320.5,0.57341,0.28991,1.13648,0.98061,0.97871,0.99287,0.87804,0.57086,0.27282,1.07889,0.0087526,0.0087526,0.0087526
128,75869.1,0.58131,0.28605,1.14283,0.97748,0.98205,0.99267,0.87906,0.57111,0.27155,1.07827,0.0087427,0.0087427,0.0087427
129,76404.9,0.57478,0.29,1.13692,0.97926,0.98204,0.993,0.87874,0.57035,0.27076,1.07802,0.0087328,0.0087328,0.0087328
130,76932,0.56398,0.28663,1.12991,0.97842,0.98204,0.99293,0.87882,0.57048,0.27096,1.07744,0.0087229,0.0087229,0.0087229
131,77498.1,0.5659,0.28707,1.13207,0.97785,0.98137,0.99282,0.87934,0.57015,0.27115,1.07784,0.008713,0.008713,0.008713
132,78077.3,0.57175,0.28403,1.13329,0.9766,0.98071,0.99242,0.8799,0.56906,0.27039,1.07725,0.0087031,0.0087031,0.0087031
133,78661.6,0.57406,0.28932,1.13471,0.97918,0.98137,0.99281,0.88016,0.56895,0.27033,1.07751,0.0086932,0.0086932,0.0086932
134,79250,0.56507,0.28707,1.13024,0.97841,0.98137,0.99272,0.88023,0.56914,0.26989,1.07738,0.0086833,0.0086833,0.0086833
135,79847.7,0.57218,0.28577,1.12892,0.97808,0.9827,0.9928,0.88007,0.56865,0.26847,1.07697,0.0086734,0.0086734,0.0086734
136,80432.4,0.56439,0.2849,1.13421,0.97785,0.9827,0.99291,0.87991,0.56713,0.26828,1.07609,0.0086635,0.0086635,0.0086635
137,81017.5,0.56631,0.28383,1.13222,0.98005,0.98038,0.99298,0.88115,0.56685,0.26808,1.07639,0.0086536,0.0086536,0.0086536
138,81611.7,0.5673,0.28983,1.1284,0.9788,0.98295,0.99319,0.88194,0.56654,0.26769,1.07593,0.0086437,0.0086437,0.0086437
139,82204.2,0.56106,0.28239,1.12154,0.97817,0.98389,0.99296,0.88141,0.56594,0.2666,1.07475,0.0086338,0.0086338,0.0086338
140,82811.7,0.57111,0.28376,1.13669,0.97893,0.98137,0.99292,0.88256,0.56354,0.26503,1.07416,0.0086239,0.0086239,0.0086239
141,83412.2,0.56553,0.28679,1.12535,0.98008,0.98192,0.99297,0.88346,0.56239,0.26438,1.07367,0.008614,0.008614,0.008614
142,83997,0.57074,0.28503,1.13333,0.97649,0.9847,0.99304,0.88381,0.5617,0.26404,1.07399,0.0086041,0.0086041,0.0086041
143,84589.4,0.56266,0.2842,1.12676,0.97874,0.9847,0.99312,0.88472,0.56284,0.26421,1.07516,0.0085942,0.0085942,0.0085942
144,85176.3,0.56782,0.28415,1.13758,0.9782,0.98522,0.99317,0.88472,0.56328,0.26413,1.07576,0.0085843,0.0085843,0.0085843
145,85763.6,0.55822,0.28199,1.12152,0.97753,0.98431,0.99316,0.8846,0.56309,0.26446,1.07547,0.0085744,0.0085744,0.0085744
146,86352.9,0.56701,0.28245,1.13523,0.97817,0.98204,0.99316,0.88472,0.56284,0.2644,1.076,0.0085645,0.0085645,0.0085645
147,86936.6,0.56641,0.28304,1.12555,0.98009,0.98275,0.99316,0.88487,0.56341,0.26431,1.07647,0.0085546,0.0085546,0.0085546
148,87526.9,0.56379,0.28456,1.13078,0.97695,0.98704,0.99316,0.88503,0.56345,0.26384,1.07661,0.0085447,0.0085447,0.0085447
149,88104.3,0.56641,0.28031,1.1318,0.97885,0.98513,0.9931,0.88461,0.56303,0.26411,1.077,0.0085348,0.0085348,0.0085348
150,88681.9,0.56209,0.28011,1.12596,0.97947,0.98423,0.99315,0.88492,0.56207,0.26322,1.07672,0.0085249,0.0085249,0.0085249
151,89269.3,0.5601,0.28081,1.12916,0.98077,0.98393,0.99327,0.8847,0.5616,0.2628,1.07695,0.008515,0.008515,0.008515
152,89833.5,0.56232,0.28111,1.12954,0.98012,0.9847,0.99326,0.88494,0.56147,0.26293,1.07693,0.0085051,0.0085051,0.0085051
153,90413.6,0.56217,0.2804,1.12499,0.97912,0.9847,0.99329,0.88537,0.56078,0.26226,1.07627,0.0084952,0.0084952,0.0084952
154,91028.6,0.56331,0.28337,1.13153,0.97949,0.9848,0.99329,0.88466,0.56063,0.26243,1.07643,0.0084853,0.0084853,0.0084853
155,91664.9,0.55941,0.27811,1.12231,0.97979,0.98403,0.99328,0.88504,0.56009,0.26214,1.07589,0.0084754,0.0084754,0.0084754
156,92309.1,0.56739,0.28038,1.12722,0.98033,0.98403,0.99331,0.88525,0.55975,0.26146,1.07517,0.0084655,0.0084655,0.0084655
157,92969.3,0.55796,0.27927,1.12331,0.98052,0.98403,0.99332,0.88453,0.55918,0.26144,1.07486,0.0084556,0.0084556,0.0084556
158,93632.9,0.55566,0.27727,1.12331,0.98024,0.98337,0.99317,0.88513,0.55933,0.2614,1.07528,0.0084457,0.0084457,0.0084457
159,94283.1,0.5554,0.2776,1.11738,0.98077,0.98386,0.99316,0.88479,0.55934,0.26096,1.0752,0.0084358,0.0084358,0.0084358
160,94933.6,0.56532,0.27694,1.12846,0.98077,0.98417,0.99319,0.88469,0.55922,0.26067,1.07539,0.0084259,0.0084259,0.0084259
161,95617.6,0.55901,0.27631,1.12131,0.98077,0.98395,0.99315,0.88427,0.55898,0.26033,1.07544,0.008416,0.008416,0.008416
162,96326.5,0.57256,0.28276,1.1345,0.97977,0.98536,0.99316,0.88488,0.55843,0.26046,1.07494,0.0084061,0.0084061,0.0084061
163,97054,0.55617,0.28123,1.11723,0.97983,0.98536,0.99317,0.88448,0.55801,0.26007,1.07454,0.0083962,0.0083962,0.0083962
