epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
372,238602,0.50094,0.23099,1.06913,0.98652,0.98736,0.99375,0.89734,0.55858,0.2396,1.06897,0.0063271,0.0063271,0.0063271
373,239194,0.50213,0.23244,1.07164,0.98589,0.98736,0.99375,0.89759,0.5585,0.23963,1.069,0.0063172,0.0063172,0.0063172
374,239820,0.4984,0.23207,1.06475,0.98617,0.98736,0.99376,0.89703,0.55854,0.23969,1.06896,0.0063073,0.0063073,0.0063073
375,240457,0.49003,0.23074,1.06446,0.98592,0.98736,0.99376,0.89757,0.55843,0.23926,1.06892,0.0062974,0.0062974,0.0062974
376,241087,0.49343,0.23225,1.06668,0.98602,0.98736,0.99376,0.89759,0.55847,0.23896,1.06897,0.0062875,0.0062875,0.0062875
377,241707,0.49021,0.22894,1.05965,0.98586,0.98736,0.99375,0.89777,0.55818,0.23855,1.06901,0.0062776,0.0062776,0.0062776
378,242319,0.491,0.23219,1.06374,0.98559,0.98736,0.99376,0.89827,0.55801,0.23855,1.06895,0.0062677,0.0062677,0.0062677
379,242930,0.49532,0.2316,1.06388,0.98539,0.98749,0.99377,0.8983,0.55781,0.23872,1.069,0.0062578,0.0062578,0.0062578
380,243542,0.49553,0.23059,1.06872,0.98539,0.98745,0.99378,0.89807,0.55779,0.23869,1.06904,0.0062479,0.0062479,0.0062479
381,244140,0.49552,0.23112,1.07193,0.98539,0.9874,0.99379,0.89824,0.55794,0.23905,1.06921,0.006238,0.006238,0.006238
382,244735,0.48812,0.23039,1.06424,0.98539,0.98736,0.99379,0.89816,0.55794,0.23913,1.06938,0.0062281,0.0062281,0.0062281
383,245336,0.49261,0.22818,1.06349,0.98539,0.98736,0.99381,0.89861,0.558,0.23894,1.06937,0.0062182,0.0062182,0.0062182
384,245947,0.49282,0.22767,1.06201,0.98531,0.98736,0.99382,0.89855,0.55786,0.23867,1.0694,0.0062083,0.0062083,0.0062083
385,246550,0.49229,0.22902,1.06125,0.98524,0.98736,0.99381,0.8986,0.55785,0.23854,1.06948,0.0061984,0.0061984,0.0061984
386,247158,0.49331,0.22755,1.06078,0.9852,0.98736,0.9938,0.89918,0.55748,0.23854,1.06884,0.0061885,0.0061885,0.0061885
387,247747,0.48817,0.2273,1.05991,0.98585,0.98736,0.99381,0.89945,0.55743,0.23818,1.06911,0.0061786,0.0061786,0.0061786
388,248348,0.48756,0.22903,1.06447,0.98512,0.98736,0.99379,0.89955,0.55699,0.23805,1.06862,0.0061687,0.0061687,0.0061687
389,248959,0.49148,0.23042,1.06273,0.98512,0.98736,0.99378,0.89935,0.55687,0.23801,1.06865,0.0061588,0.0061588,0.0061588
390,249574,0.49575,0.22808,1.06561,0.98509,0.98736,0.99377,0.8992,0.55676,0.23819,1.0687,0.0061489,0.0061489,0.0061489
391,250181,0.49111,0.22742,1.06063,0.98509,0.98736,0.99377,0.89942,0.55693,0.23854,1.06891,0.006139,0.006139,0.006139
392,250798,0.48494,0.22578,1.05866,0.98515,0.98736,0.99376,0.89948,0.5569,0.23824,1.06885,0.0061291,0.0061291,0.0061291
393,251410,0.48634,0.22481,1.05789,0.98512,0.98736,0.99375,0.89964,0.55721,0.23808,1.06904,0.0061192,0.0061192,0.0061192
394,252014,0.49409,0.22778,1.06437,0.98507,0.98736,0.99375,0.89936,0.55729,0.23808,1.06919,0.0061093,0.0061093,0.0061093
395,252627,0.48822,0.22365,1.06027,0.98508,0.98736,0.99375,0.89983,0.55728,0.23798,1.0692,0.0060994,0.0060994,0.0060994
396,253257,0.48782,0.22846,1.05737,0.98558,0.98736,0.99377,0.89912,0.55735,0.23828,1.06942,0.0060895,0.0060895,0.0060895
397,253890,0.4868,0.22422,1.06006,0.98554,0.98736,0.99378,0.89953,0.55728,0.2383,1.06923,0.0060796,0.0060796,0.0060796
398,254529,0.48578,0.2257,1.05993,0.98617,0.98736,0.9938,0.89944,0.55708,0.2382,1.06903,0.0060697,0.0060697,0.0060697
399,255120,0.49014,0.22766,1.05635,0.98618,0.98736,0.99379,0.89923,0.55714,0.23818,1.06914,0.0060598,0.0060598,0.0060598
400,255726,0.4892,0.22778,1.06234,0.98683,0.98802,0.99383,0.89933,0.55712,0.23782,1.06907,0.0060499,0.0060499,0.0060499
401,256317,0.48513,0.22557,1.06145,0.98606,0.98808,0.99382,0.8992,0.5574,0.23787,1.06918,0.00604,0.00604,0.00604
402,256906,0.48927,0.2271,1.0593,0.98606,0.9881,0.99381,0.89924,0.55598,0.23752,1.06698,0.0060301,0.0060301,0.0060301
403,257487,0.48316,0.22682,1.05913,0.98606,0.98817,0.99384,0.8994,0.55643,0.23753,1.06802,0.0060202,0.0060202,0.0060202
404,258102,0.48326,0.2244,1.05874,0.98671,0.98821,0.99383,0.89901,0.55605,0.23731,1.06697,0.0060103,0.0060103,0.0060103
405,258745,0.48372,0.22269,1.05669,0.98671,0.9883,0.99385,0.89939,0.55595,0.23719,1.06685,0.0060004,0.0060004,0.0060004
406,259399,0.48653,0.22377,1.05928,0.98671,0.98832,0.99387,0.89923,0.55617,0.23677,1.06706,0.0059905,0.0059905,0.0059905
407,260054,0.48491,0.22442,1.06014,0.98672,0.98835,0.99385,0.89974,0.55588,0.23706,1.06694,0.0059806,0.0059806,0.0059806
408,260717,0.48139,0.22126,1.05528,0.98672,0.98835,0.99385,0.89967,0.55655,0.23726,1.06729,0.0059707,0.0059707,0.0059707
409,261390,0.48295,0.22453,1.05878,0.98672,0.98839,0.99385,0.89958,0.55687,0.23683,1.06737,0.0059608,0.0059608,0.0059608
410,262061,0.47993,0.22323,1.05407,0.98672,0.9884,0.99385,0.89979,0.55675,0.23703,1.06728,0.0059509,0.0059509,0.0059509
411,262750,0.48389,0.2238,1.0525,0.98606,0.98832,0.99385,0.89947,0.55677,0.23676,1.06716,0.005941,0.005941,0.005941
412,263433,0.48278,0.22441,1.05105,0.98606,0.98835,0.99383,0.89992,0.55626,0.23677,1.0669,0.0059311,0.0059311,0.0059311
413,264126,0.4822,0.22315,1.05394,0.98672,0.98852,0.99384,0.89984,0.55611,0.2368,1.06696,0.0059212,0.0059212,0.0059212
414,264811,0.48706,0.22526,1.05791,0.98672,0.98854,0.99385,0.89989,0.55611,0.23656,1.06695,0.0059113,0.0059113,0.0059113
415,265493,0.47869,0.22206,1.05122,0.98672,0.98859,0.99383,0.90003,0.55594,0.23638,1.06688,0.0059014,0.0059014,0.0059014
416,266180,0.48096,0.22194,1.05586,0.98672,0.98865,0.99382,0.89999,0.55584,0.23613,1.06674,0.0058915,0.0058915,0.0058915
417,266866,0.4837,0.22222,1.05976,0.98672,0.9886,0.99381,0.90006,0.55566,0.23587,1.06655,0.0058816,0.0058816,0.0058816
418,267585,0.4822,0.2228,1.0527,0.98672,0.98864,0.99381,0.89968,0.55555,0.23552,1.06649,0.0058717,0.0058717,0.0058717
419,268343,0.47409,0.22282,1.04488,0.98665,0.98869,0.99381,0.89969,0.55524,0.23533,1.06635,0.0058618,0.0058618,0.0058618
420,269115,0.48093,0.22433,1.05227,0.98672,0.9887,0.99383,0.89992,0.55488,0.23539,1.06624,0.0058519,0.0058519,0.0058519
421,269865,0.48397,0.22366,1.06149,0.98665,0.98869,0.99383,0.89992,0.55491,0.23537,1.06628,0.005842,0.005842,0.005842
422,270642,0.48321,0.22155,1.05051,0.98672,0.98864,0.99382,0.90061,0.55493,0.23544,1.06616,0.0058321,0.0058321,0.0058321
423,271398,0.47392,0.21887,1.04841,0.98672,0.98864,0.99382,0.90034,0.55495,0.2352,1.06615,0.0058222,0.0058222,0.0058222
424,272141,0.47585,0.21887,1.04913,0.9861,0.98802,0.99382,0.89978,0.55488,0.23499,1.06603,0.0058123,0.0058123,0.0058123
425,272960,0.48426,0.22195,1.05066,0.98607,0.9893,0.99381,0.89982,0.55505,0.23484,1.06596,0.0058024,0.0058024,0.0058024
426,273864,0.47946,0.22248,1.05008,0.98607,0.98874,0.99379,0.89969,0.55505,0.23487,1.06592,0.0057925,0.0057925,0.0057925
427,274775,0.47333,0.21978,1.04662,0.98541,0.98858,0.99381,0.89975,0.5551,0.23493,1.06585,0.0057826,0.0057826,0.0057826
428,275693,0.47839,0.21897,1.05472,0.98541,0.98864,0.99381,0.90013,0.55511,0.23472,1.06584,0.0057727,0.0057727,0.0057727
429,276606,0.47765,0.21877,1.05182,0.98541,0.98862,0.99379,0.89996,0.555,0.23462,1.06592,0.0057628,0.0057628,0.0057628
430,277502,0.48312,0.2227,1.05043,0.98541,0.98857,0.9938,0.89933,0.55491,0.23466,1.06593,0.0057529,0.0057529,0.0057529
431,278388,0.48529,0.2214,1.0555,0.98541,0.98845,0.99381,0.89942,0.55467,0.23505,1.06587,0.005743,0.005743,0.005743
432,279309,0.47698,0.22088,1.05785,0.98541,0.98845,0.99382,0.89973,0.55449,0.23511,1.06581,0.0057331,0.0057331,0.0057331
433,280232,0.47545,0.2181,1.04795,0.98541,0.98847,0.99381,0.90043,0.55495,0.23516,1.06672,0.0057232,0.0057232,0.0057232
434,281116,0.47962,0.21953,1.05436,0.98541,0.98854,0.99379,0.89984,0.55486,0.23497,1.06664,0.0057133,0.0057133,0.0057133
435,281985,0.47212,0.21908,1.04382,0.98541,0.98852,0.9938,0.9002,0.55486,0.23478,1.06659,0.0057034,0.0057034,0.0057034
436,282864,0.48006,0.21841,1.05002,0.98541,0.98844,0.9938,0.9004,0.55475,0.23457,1.06656,0.0056935,0.0056935,0.0056935
437,283731,0.47274,0.21975,1.04661,0.98541,0.98836,0.99377,0.90067,0.55445,0.23472,1.06638,0.0056836,0.0056836,0.0056836
438,284586,0.47688,0.22144,1.04733,0.98506,0.98802,0.99376,0.90038,0.55422,0.23453,1.0663,0.0056737,0.0056737,0.0056737
439,285444,0.47674,0.22265,1.04902,0.98508,0.98802,0.99376,0.90075,0.55392,0.23443,1.06624,0.0056638,0.0056638,0.0056638
440,286289,0.47536,0.21778,1.05054,0.9849,0.98802,0.99375,0.90064,0.55381,0.23454,1.06614,0.0056539,0.0056539,0.0056539
441,287126,0.46702,0.21435,1.04245,0.9849,0.98802,0.99376,0.90049,0.55392,0.23451,1.06632,0.005644,0.005644,0.005644
442,287810,0.47499,0.21805,1.04893,0.98486,0.98802,0.99377,0.90092,0.5541,0.23457,1.06632,0.0056341,0.0056341,0.0056341
443,288182,0.47267,0.21458,1.04541,0.98411,0.98897,0.99377,0.90086,0.55423,0.23458,1.06639,0.0056242,0.0056242,0.0056242
